formula,bulk_modulus_voigt,bulk_modulus_reuss,bulk_modulus_vrh,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
BeO,243.273,243.273,243.273,Be1 O1,4.0,8.0,4.0,6.0,2.0,4.0,67.0,87.0,20.0,77.0,10.0,67.0,9.012182,15.9994,6.987218,12.505790999999999,3.493609,9.012182,54.8,1560.0,1505.2,807.4,752.6,54.8,2.0,16.0,14.0,9.0,7.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,66.0,96.0,30.0,81.0,15.0,66.0,1.57,3.44,1.8699999999999999,2.505,0.9349999999999999,1.57,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,7.89,9.105,1.2150000000000007,8.4975,0.6075000000000004,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,103.0,91.0,12.0
CeMg3,45.536,45.536,45.536,Ce1 Mg3,12.0,58.0,46.0,23.5,17.25,12.0,15.0,68.0,53.0,54.75,19.875,68.0,24.305,140.116,115.811,53.25775,43.429125,24.305,923.0,1071.0,148.0,960.0,55.5,923.0,2.0,3.0,1.0,2.25,0.375,2.0,3.0,6.0,3.0,3.75,1.125,3.0,141.0,204.0,63.0,156.75,23.625,141.0,1.12,1.31,0.18999999999999995,1.2625000000000002,0.07124999999999992,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,1.0,1.0,0.25,0.375,0.0,2.0,4.0,2.0,2.5,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.25,3.375,0.0,0.0,13.0,13.0,3.25,4.875,0.0,0.0,22.0,22.0,5.5,8.25,0.0,22.89,37.24,14.350000000000001,26.4775,5.38125,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
HgTe,45.79,45.79,45.79,Hg1 Te1,52.0,80.0,28.0,66.0,14.0,52.0,71.0,90.0,19.0,80.5,9.5,71.0,127.6,200.59,72.99000000000001,164.095,36.495000000000005,127.6,234.32,722.66,488.34,478.49,244.17,234.32,12.0,16.0,4.0,14.0,2.0,12.0,5.0,6.0,1.0,5.5,0.5,5.0,132.0,138.0,6.0,135.0,3.0,132.0,2.0,2.1,0.10000000000000009,2.05,0.050000000000000044,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.0,7.0,0.0,16.0,26.0,10.0,21.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,25.2375862069,34.7633333333,9.525747126399995,30.0004597701,4.762873563199998,25.2375862069,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,166.0,14.0,159.0,7.0,152.0
YbS,62.187,62.187,62.187,Yb1 S1,16.0,70.0,54.0,43.0,27.0,16.0,39.0,88.0,49.0,63.5,24.5,39.0,32.065,173.054,140.989,102.5595,70.4945,32.065,388.36,1092.0,703.64,740.1800000000001,351.82,388.36,3.0,16.0,13.0,9.5,6.5,3.0,3.0,6.0,3.0,4.5,1.5,3.0,105.0,187.0,82.0,146.0,41.0,105.0,1.26,2.58,1.32,1.92,0.66,1.26,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,7.0,7.0,0.0,6.0,16.0,10.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,25.786875,34.12,8.333124999999999,29.9534375,4.1665624999999995,25.786875,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,147.5,77.5,70.0
UN,206.53,206.53,206.53,U1 N1,7.0,92.0,85.0,49.5,42.5,7.0,20.0,82.0,62.0,51.0,31.0,20.0,14.0067,238.02891,224.02221,126.017805,112.011105,14.0067,63.05,1408.0,1344.95,735.525,672.475,63.05,3.0,15.0,12.0,9.0,6.0,3.0,2.0,7.0,5.0,4.5,2.5,2.0,71.0,196.0,125.0,133.5,62.5,71.0,1.38,3.04,1.6600000000000001,2.21,0.8300000000000001,1.38,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,3.0,3.0,1.5,1.5,0.0,5.0,6.0,1.0,5.5,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,9.0,9.0,4.5,4.5,0.0,0.0,11.0,11.0,5.5,5.5,0.0,3.0,20.0,17.0,11.5,8.5,3.0,14.76875,20.025,5.256249999999998,17.396875,2.628124999999999,14.76875,0.0,6.437,6.437,3.2185,3.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,194.0,131.0,128.5,65.5,63.0
SnS,53.469,53.469,53.469,Sn1 S1,16.0,50.0,34.0,33.0,17.0,16.0,80.0,88.0,8.0,84.0,4.0,80.0,32.065,118.71,86.645,75.38749999999999,43.3225,32.065,388.36,505.08,116.71999999999997,446.72,58.359999999999985,388.36,14.0,16.0,2.0,15.0,1.0,14.0,3.0,5.0,2.0,4.0,1.0,3.0,105.0,139.0,34.0,122.0,17.0,105.0,1.96,2.58,0.6200000000000001,2.27,0.31000000000000005,1.96,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,25.786875,33.285,7.498124999999998,29.535937499999996,3.749062499999999,25.786875,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,141.0,71.0,105.5,35.5,70.0
SnTe,38.189,38.189,38.189,Sn1 Te1,50.0,52.0,2.0,51.0,1.0,50.0,80.0,90.0,10.0,85.0,5.0,80.0,118.71,127.6,8.89,123.155,4.445,118.71,505.08,722.66,217.57999999999998,613.87,108.78999999999999,505.08,14.0,16.0,2.0,15.0,1.0,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,139.0,1.0,138.5,0.5,138.0,1.96,2.1,0.14000000000000012,2.0300000000000002,0.07000000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,2.0,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,33.285,34.7633333333,1.4783333333000002,34.02416666665,0.7391666666500001,33.285,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,152.0,11.0,146.5,5.5,141.0
TaO,231.521,231.521,231.521,Ta1 O1,8.0,73.0,65.0,40.5,32.5,8.0,48.0,87.0,39.0,67.5,19.5,48.0,15.9994,180.94788,164.94848,98.47364,82.47424000000001,15.9994,54.8,3290.0,3235.2,1672.4,1617.6,54.8,5.0,16.0,11.0,10.5,5.5,5.0,2.0,6.0,4.0,4.0,2.0,2.0,66.0,170.0,104.0,118.0,52.0,66.0,1.5,3.44,1.94,2.4699999999999998,0.97,1.5,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,14.0,14.0,7.0,7.0,0.0,6.0,19.0,13.0,12.5,6.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,7.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.5,2.5,2.0,9.105,18.12,9.015,13.6125,4.5075,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,120.5,108.5,12.0
YbSb,35.232,35.232,35.232,Yb1 Sb1,51.0,70.0,19.0,60.5,9.5,51.0,39.0,85.0,46.0,62.0,23.0,39.0,121.76,173.054,51.294,147.407,25.647,121.76,903.78,1092.0,188.22000000000003,997.89,94.11000000000001,903.78,3.0,15.0,12.0,9.0,6.0,3.0,5.0,6.0,1.0,5.5,0.5,5.0,139.0,187.0,48.0,163.0,24.0,139.0,1.26,2.05,0.7899999999999998,1.6549999999999998,0.3949999999999999,1.26,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,7.0,7.0,0.0,15.0,16.0,1.0,15.5,0.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,31.56,34.12,2.5599999999999987,32.839999999999996,1.2799999999999994,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,195.5,29.5,166.0
ZrS,132.151,132.151,132.151,Zr1 S1,16.0,40.0,24.0,28.0,12.0,16.0,44.0,88.0,44.0,66.0,22.0,44.0,32.065,91.224,59.159000000000006,61.6445,29.579500000000003,32.065,388.36,2128.0,1739.6399999999999,1258.18,869.8199999999999,388.36,4.0,16.0,12.0,10.0,6.0,4.0,3.0,5.0,2.0,4.0,1.0,3.0,105.0,175.0,70.0,140.0,35.0,105.0,1.33,2.58,1.25,1.955,0.625,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.0,3.0,2.0,23.195,25.786875,2.591874999999998,24.4909375,1.295937499999999,23.195,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,194.0,124.0,132.0,62.0,70.0
SrTe,32.317,32.317,32.317,Sr1 Te1,38.0,52.0,14.0,45.0,7.0,38.0,8.0,90.0,82.0,49.0,41.0,8.0,87.62,127.6,39.97999999999999,107.61,19.989999999999995,87.62,722.66,1050.0,327.34000000000003,886.3299999999999,163.67000000000002,722.66,2.0,16.0,14.0,9.0,7.0,2.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,195.0,57.0,166.5,28.5,138.0,0.95,2.1,1.1500000000000001,1.525,0.5750000000000001,0.95,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,34.7633333333,54.23,19.4666666667,44.49666666665,9.73333333335,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,188.5,36.5,152.0
PuO2,196.245,196.245,196.245,Pu1 O2,8.0,94.0,86.0,36.666666666666664,38.22222222222222,8.0,24.0,87.0,63.0,66.0,28.0,87.0,15.9994,244.0,228.0006,91.9996,101.3336,15.9994,54.8,913.0,858.2,340.8666666666667,381.4222222222222,54.8,3.0,16.0,13.0,11.666666666666666,5.777777777777779,16.0,2.0,7.0,5.0,3.6666666666666665,2.222222222222222,2.0,66.0,187.0,121.0,106.33333333333333,53.77777777777777,66.0,1.28,3.44,2.16,2.72,0.96,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,6.0,8.0,2.0,6.666666666666667,0.888888888888889,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,2.0,8.0,6.0,4.0,2.6666666666666665,2.0,9.105,18.08,8.974999999999998,12.096666666666666,3.9888888888888876,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3180036375,0.3180036375,0.1060012125,0.14133495,0.0,11.0,12.0,1.0,11.666666666666666,0.44444444444444464,12.0
Li2O,78.6,78.6,78.6,Li2 O1,3.0,8.0,5.0,4.666666666666667,2.2222222222222223,3.0,1.0,87.0,86.0,29.666666666666668,38.22222222222222,1.0,6.941,15.9994,9.058399999999999,9.960466666666667,4.025955555555556,6.941,54.8,453.69,398.89,320.72666666666663,177.28444444444446,453.69,1.0,16.0,15.0,6.0,6.666666666666667,1.0,2.0,2.0,0.0,2.0,0.0,2.0,66.0,128.0,62.0,107.33333333333333,27.555555555555557,128.0,0.98,3.44,2.46,1.8,1.0933333333333335,0.98,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.6666666666666665,2.222222222222222,1.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,9.105,16.5933333333,7.488333333299998,14.097222222199997,3.3281481481333333,16.5933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,156.66666666666666,96.44444444444446,229.0
TePb,38.461,38.461,38.461,Te1 Pb1,52.0,82.0,30.0,67.0,15.0,52.0,81.0,90.0,9.0,85.5,4.5,81.0,127.6,207.2,79.6,167.39999999999998,39.8,127.6,600.61,722.66,122.04999999999995,661.635,61.02499999999998,600.61,14.0,16.0,2.0,15.0,1.0,14.0,5.0,6.0,1.0,5.5,0.5,5.0,138.0,146.0,8.0,142.0,4.0,138.0,2.1,2.33,0.22999999999999998,2.215,0.11499999999999999,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.0,7.0,0.0,16.0,28.0,12.0,22.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,28.11,34.7633333333,6.653333333299997,31.436666666649998,3.3266666666499987,28.11,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,188.5,36.5,152.0
TmN,172.542,172.542,172.542,Tm1 N1,7.0,69.0,62.0,38.0,31.0,7.0,37.0,82.0,45.0,59.5,22.5,37.0,14.0067,168.93421,154.92751,91.470455,77.463755,14.0067,63.05,1818.0,1754.95,940.525,877.475,63.05,3.0,15.0,12.0,9.0,6.0,3.0,2.0,6.0,4.0,4.0,2.0,2.0,71.0,190.0,119.0,130.5,59.5,71.0,1.25,3.04,1.79,2.145,0.895,1.25,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,6.5,6.5,0.0,5.0,15.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,3.0,2.0,2.0,1.0,1.0,14.76875,29.78,15.01125,22.274375,7.505625,14.76875,0.0,6.437,6.437,3.2185,3.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
ErN,169.316,169.316,169.316,Er1 N1,7.0,68.0,61.0,37.5,30.5,7.0,35.0,82.0,47.0,58.5,23.5,35.0,14.0067,167.259,153.2523,90.63284999999999,76.62615,14.0067,63.05,1770.0,1706.95,916.525,853.475,63.05,3.0,15.0,12.0,9.0,6.0,3.0,2.0,6.0,4.0,4.0,2.0,2.0,71.0,189.0,118.0,130.0,59.0,71.0,1.24,3.04,1.8,2.14,0.9,1.24,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,6.0,6.0,0.0,5.0,14.0,9.0,9.5,4.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,2.5,0.5,2.0,14.76875,30.585,15.81625,22.676875000000003,7.908125,14.76875,0.0,6.437,6.437,3.2185,3.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
Sn2Pt,92.692,92.692,92.692,Sn2 Pt1,50.0,78.0,28.0,59.333333333333336,12.444444444444445,50.0,63.0,80.0,17.0,74.33333333333333,7.555555555555557,80.0,118.71,195.084,76.37400000000001,144.168,33.94400000000001,118.71,505.08,2041.4,1536.3200000000002,1017.1866666666666,682.8088888888889,505.08,10.0,14.0,4.0,12.666666666666666,1.777777777777778,14.0,5.0,6.0,1.0,5.333333333333333,0.44444444444444436,5.0,136.0,139.0,3.0,138.0,1.3333333333333333,139.0,1.96,2.28,0.31999999999999984,2.0666666666666664,0.1422222222222221,1.96,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,9.0,10.0,1.0,9.666666666666666,0.44444444444444464,10.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,14.0,24.0,10.0,17.333333333333332,4.444444444444444,14.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.3333333333333335,0.8888888888888888,4.0,15.02,33.285,18.264999999999997,27.196666666666662,8.117777777777777,33.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,225.0,84.0,169.0,37.333333333333336,141.0
UP,99.646,99.646,99.646,U1 P1,15.0,92.0,77.0,53.5,38.5,15.0,20.0,83.0,63.0,51.5,31.5,20.0,30.973762,238.02891,207.055148,134.501336,103.527574,30.973762,317.3,1408.0,1090.7,862.65,545.3499999999999,317.3,3.0,15.0,12.0,9.0,6.0,3.0,3.0,7.0,4.0,5.0,2.0,3.0,107.0,196.0,89.0,151.5,44.5,107.0,1.38,2.19,0.81,1.785,0.405,1.38,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,3.0,3.0,1.5,1.5,0.0,5.0,6.0,1.0,5.5,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,9.0,9.0,4.5,4.5,0.0,0.0,11.0,11.0,5.5,5.5,0.0,3.0,20.0,17.0,11.5,8.5,3.0,20.025,22.5702380952,2.545238095200002,21.2976190476,1.272619047600001,20.025,0.0,1.625,1.625,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,63.0,61.0,32.5,30.5,2.0
DyP,87.469,87.469,87.469,Dy1 P1,15.0,66.0,51.0,40.5,25.5,15.0,31.0,83.0,52.0,57.0,26.0,31.0,30.973762,162.5,131.526238,96.736881,65.76311899999999,30.973762,317.3,1685.0,1367.7,1001.15,683.8499999999999,317.3,3.0,15.0,12.0,9.0,6.0,3.0,3.0,6.0,3.0,4.5,1.5,3.0,107.0,192.0,85.0,149.5,42.5,107.0,1.22,2.19,0.97,1.705,0.485,1.22,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,5.0,12.0,7.0,8.5,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,3.0,4.0,1.0,3.5,0.5,3.0,22.5702380952,31.24,8.669761904799998,26.9051190476,4.334880952399999,22.5702380952,0.0,1.625,1.625,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,194.0,192.0,98.0,96.0,2.0
