formula,bulk_modulus_voigt,bulk_modulus_reuss,bulk_modulus_vrh,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
PbO2,134.544,134.544,134.544,Pb1 O2,8.0,82.0,74.0,32.666666666666664,32.888888888888886,8.0,81.0,87.0,6.0,85.0,2.6666666666666665,87.0,15.9994,207.2,191.20059999999998,79.73293333333332,84.97804444444444,15.9994,54.8,600.61,545.8100000000001,236.73666666666668,242.5822222222222,54.8,14.0,16.0,2.0,15.333333333333334,0.8888888888888887,16.0,2.0,6.0,4.0,3.3333333333333335,1.777777777777778,2.0,66.0,146.0,80.0,92.66666666666667,35.55555555555556,66.0,2.33,3.44,1.1099999999999999,3.0700000000000003,0.4933333333333332,3.44,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.3333333333333335,0.8888888888888888,4.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,6.0,28.0,22.0,13.333333333333334,9.777777777777779,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,28.11,19.005,15.44,8.446666666666665,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,83.0,94.66666666666667,12.0
AlFe3,171.541,171.541,171.541,Al1 Fe3,13.0,26.0,13.0,22.75,4.875,26.0,55.0,73.0,18.0,59.5,6.75,55.0,26.9815386,55.845,28.8634614,48.62913465,10.823798025,55.845,933.47,1811.0,877.53,1591.6175,329.07374999999996,1811.0,8.0,13.0,5.0,9.25,1.875,8.0,3.0,4.0,1.0,3.75,0.375,4.0,121.0,132.0,11.0,129.25,4.125,132.0,1.61,1.83,0.21999999999999997,1.7750000000000001,0.08249999999999996,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,6.0,6.0,4.5,2.25,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,6.75,1.875,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,4.0,4.0,3.0,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.25,0.375,4.0,10.73,16.48,5.75,12.1675,2.15625,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,1.5829971,0.79149855,2.1106628,225.0,229.0,4.0,228.0,1.5,229.0
CeO2,170.992,170.992,170.992,Ce1 O2,8.0,58.0,50.0,24.666666666666668,22.222222222222218,8.0,15.0,87.0,72.0,63.0,32.0,87.0,15.9994,140.116,124.11660000000002,57.3716,55.16293333333334,15.9994,54.8,1071.0,1016.2,393.5333333333333,451.64444444444445,54.8,3.0,16.0,13.0,11.666666666666666,5.777777777777779,16.0,2.0,6.0,4.0,3.3333333333333335,1.777777777777778,2.0,66.0,204.0,138.0,112.0,61.333333333333336,66.0,1.12,3.44,2.32,2.6666666666666665,1.031111111111111,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,4.0,6.0,2.0,5.333333333333333,0.888888888888889,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,9.0,9.0,3.0,4.0,0.0,0.0,13.0,13.0,4.333333333333333,5.777777777777779,0.0,2.0,22.0,20.0,8.666666666666666,8.888888888888888,2.0,9.105,37.24,28.135,18.483333333333334,12.504444444444445,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,72.66666666666667,80.8888888888889,12.0
Mn3Si,227.244,227.244,227.244,Mn3 Si1,14.0,25.0,11.0,22.25,4.125,25.0,52.0,78.0,26.0,58.5,9.75,52.0,28.0855,54.938045,26.852545000000003,48.224908750000004,10.069704375,54.938045,1519.0,1687.0,168.0,1561.0,63.0,1519.0,7.0,14.0,7.0,8.75,2.625,7.0,3.0,4.0,1.0,3.75,0.375,4.0,111.0,139.0,28.0,132.0,10.5,139.0,1.55,1.9,0.34999999999999987,1.6375000000000002,0.13125000000000003,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.25,1.125,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,5.0,5.0,3.75,1.875,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.75,0.375,5.0,10.4875862069,20.44,9.952413793100002,12.975689655175,3.7321551724125004,10.4875862069,0.0,0.773,0.773,0.19325,0.289875,0.0,0.0,0.000310120689655,0.000310120689655,0.00023259051724125,0.000116295258620625,0.000310120689655,217.0,227.0,10.0,219.5,3.75,217.0
EuN,109.606,108.652,109.129,Eu1 N1,7.0,63.0,56.0,35.0,28.0,7.0,25.0,82.0,57.0,53.5,28.5,25.0,14.0067,151.964,137.9573,82.98535,68.97865,14.0067,63.05,1095.0,1031.95,579.025,515.975,63.05,3.0,15.0,12.0,9.0,6.0,3.0,2.0,6.0,4.0,4.0,2.0,2.0,71.0,198.0,127.0,134.5,63.5,71.0,1.185,3.04,1.855,2.1125,0.9275,1.185,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.5,3.5,0.0,5.0,9.0,4.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.5,3.5,0.0,3.0,7.0,4.0,5.0,2.0,3.0,14.76875,36.46,21.69125,25.614375000000003,10.845625,14.76875,0.0,6.437,6.437,3.2185,3.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,211.5,17.5,194.0
InP,73.875,73.875,73.875,In1 P1,15.0,49.0,34.0,32.0,17.0,15.0,75.0,83.0,8.0,79.0,4.0,75.0,30.973762,114.818,83.84423799999999,72.895881,41.922118999999995,30.973762,317.3,429.75,112.44999999999999,373.525,56.224999999999994,317.3,13.0,15.0,2.0,14.0,1.0,13.0,3.0,5.0,2.0,4.0,1.0,3.0,107.0,142.0,35.0,124.5,17.5,107.0,1.78,2.19,0.4099999999999999,1.9849999999999999,0.20499999999999996,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,8.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,22.5702380952,24.26,1.689761904800001,23.4151190476,0.8448809524000005,22.5702380952,0.0,1.625,1.625,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,139.0,137.0,70.5,68.5,2.0
HoSb,61.329,61.329,61.329,Ho1 Sb1,51.0,67.0,16.0,59.0,8.0,51.0,33.0,85.0,52.0,59.0,26.0,33.0,121.76,164.93032,43.17031999999999,143.34516,21.585159999999995,121.76,903.78,1747.0,843.22,1325.3899999999999,421.61,903.78,3.0,15.0,12.0,9.0,6.0,3.0,5.0,6.0,1.0,5.5,0.5,5.0,139.0,192.0,53.0,165.5,26.5,139.0,1.23,2.05,0.8199999999999998,1.64,0.4099999999999999,1.23,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,11.0,11.0,5.5,5.5,0.0,13.0,15.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,3.0,3.0,0.0,3.0,0.0,3.0,30.7333333333,31.56,0.8266666666999996,31.14666666665,0.4133333333499998,30.7333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,180.0,14.0,166.0
ScAs,85.701,85.701,85.701,Sc1 As1,21.0,33.0,12.0,27.0,6.0,21.0,11.0,84.0,73.0,47.5,36.5,11.0,44.955912,74.9216,29.965688,59.938756,14.982844,44.955912,1090.0,1814.0,724.0,1452.0,362.0,1090.0,3.0,15.0,12.0,9.0,6.0,3.0,4.0,4.0,0.0,4.0,0.0,4.0,119.0,170.0,51.0,144.5,25.5,119.0,1.36,2.18,0.8200000000000001,1.77,0.41000000000000003,1.36,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,1.0,10.0,9.0,5.5,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,12.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,9.0,9.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,6.0,3.0,3.0,22.175,22.235,0.05999999999999872,22.205,0.02999999999999936,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,3.175e-06,3.175e-06,0.0,166.0,194.0,28.0,180.0,14.0,166.0
Ca3In,24.386,24.386,24.386,Ca3 In1,20.0,49.0,29.0,27.25,10.875,20.0,7.0,75.0,68.0,24.0,25.5,7.0,40.078,114.818,74.74,58.763000000000005,28.0275,40.078,429.75,1115.0,685.25,943.6875,256.96875,1115.0,2.0,13.0,11.0,4.75,4.125,2.0,4.0,5.0,1.0,4.25,0.375,4.0,142.0,176.0,34.0,167.5,12.75,176.0,1.0,1.78,0.78,1.195,0.29250000000000004,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,11.0,4.75,4.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,24.26,37.77,13.510000000000002,34.3925,5.066250000000003,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,203.5,32.25,225.0
MnS,60.757,59.996,60.377,Mn1 S1,16.0,25.0,9.0,20.5,4.5,16.0,52.0,88.0,36.0,70.0,18.0,52.0,32.065,54.938045,22.873045000000005,43.5015225,11.436522500000002,32.065,388.36,1519.0,1130.6399999999999,953.6800000000001,565.3199999999999,388.36,7.0,16.0,9.0,11.5,4.5,7.0,3.0,4.0,1.0,3.5,0.5,3.0,105.0,139.0,34.0,122.0,17.0,105.0,1.55,2.58,1.03,2.065,0.515,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,6.5,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,10.4875862069,25.786875,15.299288793099999,18.13723060345,7.649644396549999,10.4875862069,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.000310120689655,0.000310120689655,0.0001550603448275,0.0001550603448275,0.0,70.0,217.0,147.0,143.5,73.5,70.0
Fe3Ge,142.782,142.782,142.782,Fe3 Ge1,26.0,32.0,6.0,27.5,2.25,26.0,55.0,79.0,24.0,61.0,9.0,55.0,55.845,72.64,16.795,60.04375,6.298125000000002,55.845,1211.4,1811.0,599.5999999999999,1661.1,224.85000000000002,1811.0,8.0,14.0,6.0,9.5,2.25,8.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,132.0,12.0,129.0,4.5,132.0,1.83,2.01,0.17999999999999972,1.875,0.0674999999999999,1.83,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.5,0.75,0.0,6.0,10.0,4.0,7.0,1.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,6.0,9.5,2.25,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,4.0,4.0,3.0,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,10.73,23.005,12.274999999999999,13.798749999999998,4.603124999999999,10.73,0.0,0.383,0.383,0.09575,0.143625,0.0,0.0,2.1106628,2.1106628,1.5829971,0.79149855,2.1106628,225.0,229.0,4.0,228.0,1.5,229.0
Mg2Pb,34.401,34.401,34.401,Mg2 Pb1,12.0,82.0,70.0,35.333333333333336,31.111111111111114,12.0,68.0,81.0,13.0,72.33333333333333,5.777777777777776,68.0,24.305,207.2,182.89499999999998,85.27,81.28666666666666,24.305,600.61,923.0,322.39,815.5366666666667,143.2844444444444,923.0,2.0,14.0,12.0,6.0,5.333333333333333,2.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,141.0,146.0,5.0,142.66666666666666,2.222222222222219,141.0,1.31,2.33,1.02,1.6500000000000001,0.45333333333333337,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,2.0,28.0,26.0,10.666666666666666,11.555555555555557,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,22.89,28.11,5.219999999999999,24.63,2.319999999999999,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,204.33333333333334,13.77777777777778,194.0
Li3Sb,32.535,32.535,32.535,Li3 Sb1,3.0,51.0,48.0,15.0,18.0,3.0,1.0,85.0,84.0,22.0,31.5,1.0,6.941,121.76,114.819,35.64575,43.057125,6.941,453.69,903.78,450.09,566.2125,168.78375,453.69,1.0,15.0,14.0,4.5,5.25,1.0,2.0,5.0,3.0,2.75,1.125,2.0,128.0,139.0,11.0,130.75,4.125,128.0,0.98,2.05,1.0699999999999998,1.2475,0.40125,0.98,1.0,2.0,1.0,1.25,0.375,1.0,0.0,3.0,3.0,0.75,1.125,0.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,4.5,5.25,1.0,0.0,1.0,1.0,0.75,0.375,1.0,0.0,3.0,3.0,0.75,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.5,0.75,1.0,16.5933333333,31.56,14.9666666667,20.334999999975,5.612500000012501,16.5933333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,213.25,23.625,229.0
InN,158.992,158.992,158.992,In1 N1,7.0,49.0,42.0,28.0,21.0,7.0,75.0,82.0,7.0,78.5,3.5,75.0,14.0067,114.818,100.8113,64.41235,50.405649999999994,14.0067,63.05,429.75,366.7,246.4,183.35000000000002,63.05,13.0,15.0,2.0,14.0,1.0,13.0,2.0,5.0,3.0,3.5,1.5,2.0,71.0,142.0,71.0,106.5,35.5,71.0,1.78,3.04,1.26,2.41,0.63,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,8.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,14.76875,24.26,9.49125,19.514375,4.745625,14.76875,0.0,6.437,6.437,3.2185,3.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,194.0,55.0,166.5,27.5,139.0
PIr2,275.878,275.878,275.878,P1 Ir2,15.0,77.0,62.0,56.333333333333336,27.555555555555554,77.0,60.0,83.0,23.0,67.66666666666667,10.222222222222223,60.0,30.973762,192.217,161.24323800000002,138.469254,71.66366133333334,192.217,317.3,2739.0,2421.7,1931.7666666666667,1076.3111111111111,2739.0,9.0,15.0,6.0,11.0,2.6666666666666665,9.0,3.0,6.0,3.0,5.0,1.3333333333333333,6.0,107.0,141.0,34.0,129.66666666666666,15.111111111111114,141.0,2.19,2.2,0.010000000000000231,2.1966666666666668,0.004444444444444547,2.2,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,7.0,7.0,4.666666666666667,3.1111111111111107,7.0,0.0,14.0,14.0,9.333333333333334,6.222222222222221,14.0,5.0,23.0,18.0,17.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,14.21,22.5702380952,8.3602380952,16.996746031733334,3.7156613756444443,14.21,0.0,1.625,1.625,0.5416666666666666,0.7222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,225.0,223.0,150.66666666666666,99.11111111111113,225.0
Sn2Ir,110.242,110.242,110.242,Sn2 Ir1,50.0,77.0,27.0,59.0,12.0,50.0,60.0,80.0,20.0,73.33333333333333,8.888888888888891,80.0,118.71,192.217,73.50700000000002,143.21233333333333,32.66977777777779,118.71,505.08,2739.0,2233.92,1249.72,992.8533333333335,505.08,9.0,14.0,5.0,12.333333333333334,2.222222222222222,14.0,5.0,6.0,1.0,5.333333333333333,0.44444444444444436,5.0,139.0,141.0,2.0,139.66666666666666,0.8888888888888857,139.0,1.96,2.2,0.2400000000000002,2.04,0.10666666666666676,1.96,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,7.0,10.0,3.0,9.0,1.3333333333333333,10.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,14.0,23.0,9.0,17.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.6666666666666665,0.4444444444444445,4.0,14.21,33.285,19.074999999999996,26.926666666666666,8.477777777777776,33.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,225.0,84.0,169.0,37.333333333333336,141.0
HfC,239.071,239.071,239.071,Hf1 C1,6.0,72.0,66.0,39.0,33.0,6.0,45.0,77.0,32.0,61.0,16.0,45.0,12.0107,178.49,166.47930000000002,95.25035,83.23965000000001,12.0107,2506.0,3823.0,1317.0,3164.5,658.5,2506.0,4.0,14.0,10.0,9.0,5.0,4.0,2.0,6.0,4.0,4.0,2.0,2.0,76.0,175.0,99.0,125.5,49.5,76.0,1.3,2.55,1.2499999999999998,1.9249999999999998,0.6249999999999999,1.3,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,14.0,14.0,7.0,7.0,0.0,4.0,18.0,14.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,6.0,2.0,4.0,5.64,22.2,16.56,13.92,8.280000000000001,5.64,0.0,4.496,4.496,2.248,2.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
YN,159.077,159.077,159.077,Y1 N1,7.0,39.0,32.0,23.0,16.0,7.0,12.0,82.0,70.0,47.0,35.0,12.0,14.0067,88.90585,74.89915,51.456275,37.449574999999996,14.0067,63.05,1799.0,1735.95,931.025,867.975,63.05,3.0,15.0,12.0,9.0,6.0,3.0,2.0,5.0,3.0,3.5,1.5,2.0,71.0,190.0,119.0,130.5,59.5,71.0,1.22,3.04,1.82,2.13,0.91,1.22,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,9.0,9.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,6.0,3.0,3.0,14.76875,32.365,17.59625,23.566875000000003,8.798125,14.76875,0.0,6.437,6.437,3.2185,3.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
TbN,157.952,157.952,157.952,Tb1 N1,7.0,65.0,58.0,36.0,29.0,7.0,29.0,82.0,53.0,55.5,26.5,29.0,14.0067,158.92535,144.91865,86.466025,72.459325,14.0067,63.05,1629.0,1565.95,846.025,782.975,63.05,3.0,15.0,12.0,9.0,6.0,3.0,2.0,6.0,4.0,4.0,2.0,2.0,71.0,194.0,123.0,132.5,61.5,71.0,1.21,3.04,1.83,2.125,0.915,1.21,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,4.5,4.5,0.0,5.0,11.0,6.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.5,2.5,0.0,3.0,5.0,2.0,4.0,1.0,3.0,14.76875,31.7366666667,16.9679166667,23.25270833335,8.48395833335,14.76875,0.0,6.437,6.437,3.2185,3.2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0
